tweet_id,customer_message,response
2557312,@AppleSupport I tried to reply a message from lock screen. Then I sent it. But it wasn’t sent when I checked the messenger app. @188,@726032 Got it. Is this happening only with the Facebook messaging app or with the Apple Messaging app as well?
2410344,"@693009 Yes I️ do sometimes, but this weird thing isn’t a typo my phone started switching my “I” to weird symbols is an  @AppleSupport problem. ?","@693008 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2123836,@AppleSupport No. It’s happened consistently regardless of hat I️ do since the most recent software update. My battery used o last until bedtime. My phone has died by noon everyday this week. Terrible.,@159980 Let's move to DM for a closer look. What is your current country? https://t.co/GDrqU22YpT
1453840,@AppleSupport iPhone 7,@457394 Thank you. Which version of iOS is currently installed? This is located in Settings &gt; General &gt; About &gt; Version.
1853019,@AppleSupport Previous n latest one,@554516 Have you been able to perform any resets? Let's first create a backup of the device like so: https://t.co/4f8hwT5to6
2126036,"When You Figure Out How To Keep Your “I” in Normal, Regardless Of What Fuckery @115858 Is Up Too! 
🤷🏽‍♂️",@626084 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1445510,"Hey, @115858. Y’all slipping with all these boxes and question marks. I did the update. What else do you want from me?",@455427 We're here for you. DM us the iPhone you're using and we'll go from there. https://t.co/GDrqU22YpT
2037072,I️ appreciate all the new emojis from this update but @AppleSupport can you please fix this bug?? 🤯🤬🦖🦕 #AnnoyedCustomer,@602285 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
1618237,@115858 @AppleSupport,"@496157 We can assist you. Check this article for workaround steps, and DM us if this continues: https://t.co/G7BHuQnDS6"
1335180,". @AppleSupport since Oct. update having major issues, iPad no longer allows me to delete apps, Twitter &amp; Facebook have major access issues",@431459  We want to help.  Send us a DM letting us know if you are updated to iOS 11.0.3. https://t.co/GDrqU22YpT
1252492,@413809 @115858 I am having so many display issues on the lock screen. It is really disappointing.,@638739 Let's work hand in hand on this with you. Can you let us know what exactly is going on?
928052,@AppleSupport Nope it’s just that when I click on the album I want to play without shuffle and I’ve restarted my phone it’s still like that,@340199 Does this happen with every album you have? Do you subscribe to Apple Music?
45566,"@AppleSupport I have iOS 11.1, updated today. I can send to you screen recording, so you could see that bug.",@126088 That would be great. Send that to us in DM. Keep us posted and we can pick up from there. https://t.co/GDrqU22YpT
336597,"@AppleSupport I’ve tried a few tips, hopefully that improves my battery life - strange that I already had everything off until the update turned it on 🤔","@196308 If you have any other issues with your battery, we'd love to help. Just send us a DM. https://t.co/GDrqU22YpT"
2709938,"@115858 @AppleSupport iOS 11.1.2 has ruined my iphone - my photos are all screwed up (weird albums) and every photo I took today, before the update, is missing!!!","@760950 Let's work on this issue together. How long ago did you update your device to iOS 11.1.2? Also, did you back up your device before updating?"
1433668,"@AppleSupport As I said preciously, the programs that have issues are while playing videos in full screen mode within Safari (YouTube video still works)","@452872 Thank you for your reply. Does it flash green at the beginning a few times, then play normally after that? Let us know in DM. https://t.co/GDrqU22YpT"
639730,"@115858 Anyone thinking of an iwatch for Christmas save your money unless you want to keep it in it’s beautiful presentation box and look at it, that way you will not break its weak screen.",@271738 We can help look into some options with you. Let us know in a DM what country you're in and we'll continue there. https://t.co/GDrqU22YpT
2004889,Hey @115858 why did I just buy an 800$ iPhone for it to turn into a lagging monstrosity one update later,@592866 Sounds like you're having trouble with your new device. We'd like to help. Send us a DM with your iOS version. https://t.co/GDrqU22YpT
1640773,@AppleSupport Hey wie schaut‘s eig mit dem Beheben der ganzen Bugs seit iOS11 aus? Wird das noch was für‘s iPhone SE oder eher schwierig?,@501609 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
486277,@AppleSupport Yes I have iOS 11.1.2. The phone hasn’t handle phone calls right since I got it. The buzzing sound durning calls has finally be resolved but I’m still dropping calls like crazy even when I’m in a 5 bar lte zone,@230696 OK. Let's continue the conversation in DM.  Which country are you located in? https://t.co/GDrqU22YpT
964039,"@AppleSupport : At times I experience a glitch where, time and notifications are not displayed before unlocking the device. https://t.co/vofIDdfnPu",@348819 We want to help. How often is this happening? What version of iOS are you running?
2960102,"@299216 @AppleSupport I get that occasionally, and find it odd an entire ROOM is not responding…",@187099 Let us know in DM whether all devices are up to date and we'll get started. https://t.co/GDrqU22YpT
2962915,Is anyone getting the same fucking problem when they type “it” and it comes out to “I.T”?  Get it together @115858,@817569 Hi. We're here to help you. DM us the device you're using and the OS version you're running and we'll go from there. https://t.co/GDrqU22YpT
2584372,@AppleSupport 11.1.1,"@732351 Thanks for confirming. iOS 11.1.2 was released earlier today, we'd recommend backing up and then updating. Let us know if the issue persists after that."
2608161,@AppleSupport Tried it but still no progress,@737757 Were you able to get it to restart at all? Let us know in a DM. https://t.co/GDrqU22YpT
2044972,"My iPhone 6 conveniently just dies forever when the new iPhone comes out, I don't even want to upgrade , thanks @115858 so annoyed!",@165493 We'd like to help. Please DM us the iOS version currently installed on your iPhone and we'll get started. https://t.co/GDrqU22YpT
998909,@118936 @AppleSupport  CAN YAL PLEASE FIX THIS SHIT I️ &lt;— PLEASE 😒😒😒😒,@356517 We're here to help. Take a look at this article for assistance with this issue. https://t.co/xU1AGHStV6
